TEXT,EMOTION
Learning this was fun. while studying Physics.,happy
I'm confident about this subject. while studying Chemistry.,confident
I feel disappointed with my marks. while studying Data Structures.,sad
The explanation is confusing. while studying Chemistry.,confused
I feel disappointed with my marks. while studying Data Structures.,sad
I keep making mistakes and feel frustrated. while studying History.,frustrated
I'm ready for the exam. while studying Machine Learning.,confident
I can't stay focused. while studying Mathematics.,bored
I want to understand this concept better. while studying Machine Learning.,curious
I feel disappointed with my marks. while studying Physics.,sad
I'm afraid I'll fail. while studying Algorithms.,anxious
I keep making mistakes and feel frustrated. while studying Mathematics.,frustrated
The class feels too slow. while studying Machine Learning.,bored
Nothing seems to work. while studying Chemistry.,frustrated
I feel disappointed with my marks. while studying Data Structures.,sad
Nothing seems to work. while studying History.,frustrated
This assignment is stressing me. while studying Python.,frustrated
This assignment is stressing me. while studying Algorithms.,frustrated
I understand everything clearly. while studying Mathematics.,confident
I want to understand this concept better. while studying Data Structures.,curious
I'm confident about this subject. while studying Physics.,confident
I'm happy with my progress. while studying English.,happy
I feel great after understanding it. while studying Chemistry.,happy
I'm worried about tomorrow's exam. while studying Physics.,anxious
I enjoy exploring how this works. while studying English.,curious
I can't stay focused. while studying Python.,bored
I feel disappointed with my marks. while studying English.,sad
I solved the problem successfully. while studying Chemistry.,happy
I enjoy exploring how this works. while studying History.,curious
I'm ready for the exam. while studying Python.,confident
I enjoy exploring how this works. while studying English.,curious
I want to understand this concept better. while studying Python.,curious
I'm afraid I'll fail. while studying Physics.,anxious
This topic doesn't make sense to me. while studying Biology.,confused
I know I can solve these questions. while studying History.,confident
I'm happy with my progress. while studying Chemistry.,happy
I enjoy exploring how this works. while studying History.,curious
I'm losing interest. while studying Data Structures.,bored
Learning this was fun. while studying Physics.,happy
The class feels too slow. while studying History.,bored
I'm ready for the exam. while studying Chemistry.,confident
This lesson is boring. while studying Biology.,bored
I'm interested in learning more about this topic. while studying English.,curious
I'm worried about tomorrow's exam. while studying Data Structures.,anxious
The explanation is confusing. while studying History.,confused
Nothing seems to work. while studying Python.,frustrated
I'm sad because I failed. while studying Biology.,sad
I don't understand this lesson. while studying Biology.,confused
I'm afraid I'll fail. while studying History.,anxious
I feel disappointed with my marks. while studying English.,sad
I feel discouraged. while studying Biology.,sad
I keep making mistakes and feel frustrated. while studying Algorithms.,frustrated
Nothing seems to work. while studying Mathematics.,frustrated
I'm losing interest. while studying Physics.,bored
I'm worried about tomorrow's exam. while studying Mathematics.,anxious
I can't stay focused. while studying Python.,bored
This chapter makes me ask many questions. while studying Python.,curious
I'm sad because I failed. while studying Algorithms.,sad
Nothing seems to work. while studying History.,frustrated
I can't stay focused. while studying Machine Learning.,bored
I feel discouraged. while studying Algorithms.,sad
I don't understand this lesson. while studying History.,confused
Learning this was fun. while studying Algorithms.,happy
I'm ready for the exam. while studying History.,confident
I keep making mistakes and feel frustrated. while studying Mathematics.,frustrated
I'm happy with my progress. while studying Mathematics.,happy
I'm confident about this subject. while studying Chemistry.,confident
I'm ready for the exam. while studying History.,confident
I feel great after understanding it. while studying Machine Learning.,happy
The explanation is confusing. while studying Data Structures.,confused
Nothing seems to work. while studying Chemistry.,frustrated
The explanation is confusing. while studying Python.,confused
I don't think I'm prepared. while studying Physics.,anxious
I'm losing interest. while studying English.,bored
I feel great after understanding it. while studying English.,happy
I cannot follow the steps. while studying History.,confused
I understand everything clearly. while studying Algorithms.,confident
I understand everything clearly. while studying Chemistry.,confident
I'm sad because I failed. while studying Physics.,sad
I cannot follow the steps. while studying Machine Learning.,confused
This assignment is stressing me. while studying English.,frustrated
This topic doesn't make sense to me. while studying Algorithms.,confused
I'm confident about this subject. while studying History.,confident
I'm ready for the exam. while studying Data Structures.,confident
This topic doesn't make sense to me. while studying Mathematics.,confused
I'm happy with my progress. while studying English.,happy
I've tried many times but still can't solve it. while studying History.,frustrated
I'm confident about this subject. while studying Data Structures.,confident
I understand everything clearly. while studying Mathematics.,confident
I'm afraid I'll fail. while studying History.,anxious
I enjoy exploring how this works. while studying Chemistry.,curious
I know I can solve these questions. while studying Data Structures.,confident
This lesson is boring. while studying Chemistry.,bored
Nothing seems to work. while studying Physics.,frustrated
I feel disappointed with my marks. while studying History.,sad
The test is making me nervous. while studying Data Structures.,anxious
I'm worried about tomorrow's exam. while studying Chemistry.,anxious
Learning this was fun. while studying Python.,happy
This chapter makes me ask many questions. while studying Data Structures.,curious
I feel discouraged. while studying Chemistry.,sad
I'm losing interest. while studying English.,bored
This lesson is boring. while studying Physics.,bored
I'm ready for the exam. while studying Chemistry.,confident
I feel discouraged. while studying Mathematics.,sad
This lesson is boring. while studying Mathematics.,bored
I'm afraid I'll fail. while studying Algorithms.,anxious
I'm sad because I failed. while studying Machine Learning.,sad
I'm worried about tomorrow's exam. while studying Data Structures.,anxious
The test is making me nervous. while studying Physics.,anxious
I feel discouraged. while studying English.,sad
I feel great after understanding it. while studying Algorithms.,happy
I'm happy with my progress. while studying Biology.,happy
I don't understand this lesson. while studying Chemistry.,confused
I've tried many times but still can't solve it. while studying Algorithms.,frustrated
I'm worried about tomorrow's exam. while studying Physics.,anxious
I cannot follow the steps. while studying Biology.,confused
The class feels too slow. while studying Data Structures.,bored
Nothing seems to work. while studying Machine Learning.,frustrated
I'm afraid I'll fail. while studying History.,anxious
I want to understand this concept better. while studying Physics.,curious
I'm worried about tomorrow's exam. while studying Python.,anxious
This topic doesn't make sense to me. while studying Algorithms.,confused
I feel great after understanding it. while studying Physics.,happy
I'm confident about this subject. while studying Data Structures.,confident
The test is making me nervous. while studying History.,anxious
I don't think I'm prepared. while studying Mathematics.,anxious
I'm afraid I'll fail. while studying History.,anxious
This assignment is stressing me. while studying Mathematics.,frustrated
I've tried many times but still can't solve it. while studying Algorithms.,frustrated
I don't think I'm prepared. while studying Machine Learning.,anxious
The class feels too slow. while studying Data Structures.,bored
I'm afraid I'll fail. while studying Data Structures.,anxious
Nothing seems to work. while studying Physics.,frustrated
This chapter makes me ask many questions. while studying Data Structures.,curious
I enjoy exploring how this works. while studying Algorithms.,curious
Learning this was fun. while studying Chemistry.,happy
I'm ready for the exam. while studying English.,confident
I know I can solve these questions. while studying Algorithms.,confident
I'm sad because I failed. while studying Algorithms.,sad
Learning this was fun. while studying Mathematics.,happy
I'm ready for the exam. while studying History.,confident
I can't stay focused. while studying Machine Learning.,bored
I keep making mistakes and feel frustrated. while studying Data Structures.,frustrated
I'm afraid I'll fail. while studying Data Structures.,anxious
I cannot follow the steps. while studying Machine Learning.,confused
Nothing seems to work. while studying Biology.,frustrated
The test is making me nervous. while studying English.,anxious
The test is making me nervous. while studying Algorithms.,anxious
I want to understand this concept better. while studying Biology.,curious
I'm ready for the exam. while studying Algorithms.,confident
The explanation is confusing. while studying History.,confused
I've tried many times but still can't solve it. while studying History.,frustrated
I keep making mistakes and feel frustrated. while studying Data Structures.,frustrated
Learning this was fun. while studying Biology.,happy
Nothing seems to work. while studying Mathematics.,frustrated
This lesson is boring. while studying Chemistry.,bored
The class feels too slow. while studying History.,bored
I cannot follow the steps. while studying Machine Learning.,confused
I want to understand this concept better. while studying Machine Learning.,curious
I'm sad because I failed. while studying Chemistry.,sad
I cannot follow the steps. while studying Physics.,confused
This lesson is boring. while studying Data Structures.,bored
I understand everything clearly. while studying Machine Learning.,confident
I know I can solve these questions. while studying Data Structures.,confident
I'm interested in learning more about this topic. while studying History.,curious
I'm losing interest. while studying Biology.,bored
I'm worried about tomorrow's exam. while studying History.,anxious
I feel disappointed with my marks. while studying Mathematics.,sad
I'm worried about tomorrow's exam. while studying Biology.,anxious
I'm ready for the exam. while studying Algorithms.,confident
This topic doesn't make sense to me. while studying Mathematics.,confused
I cannot follow the steps. while studying Python.,confused
The class feels too slow. while studying Biology.,bored
I'm interested in learning more about this topic. while studying Algorithms.,curious
I'm confident about this subject. while studying Physics.,confident
Learning this was fun. while studying English.,happy
I want to understand this concept better. while studying Chemistry.,curious
The test is making me nervous. while studying Machine Learning.,anxious
I'm worried about tomorrow's exam. while studying History.,anxious
I'm happy with my progress. while studying Algorithms.,happy
This chapter makes me ask many questions. while studying Physics.,curious
I'm losing interest. while studying English.,bored
Nothing seems to work. while studying Chemistry.,frustrated
The class feels too slow. while studying Biology.,bored
I don't think I'm prepared. while studying Biology.,anxious
I feel discouraged. while studying Biology.,sad
This chapter makes me ask many questions. while studying Biology.,curious
Learning this was fun. while studying Biology.,happy
The class feels too slow. while studying Mathematics.,bored
I know I can solve these questions. while studying Python.,confident
I know I can solve these questions. while studying Python.,confident
The class feels too slow. while studying English.,bored
I'm worried about tomorrow's exam. while studying English.,anxious
This lesson is boring. while studying Mathematics.,bored
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
This chapter makes me ask many questions. while studying Chemistry.,curious
I'm worried about tomorrow's exam. while studying Chemistry.,anxious
I'm sad because I failed. while studying Physics.,sad
I studied hard but didn't succeed. while studying Python.,sad
I can't stay focused. while studying Algorithms.,bored
I keep making mistakes and feel frustrated. while studying English.,frustrated
I want to understand this concept better. while studying Machine Learning.,curious
I'm worried about tomorrow's exam. while studying English.,anxious
I've tried many times but still can't solve it. while studying Mathematics.,frustrated
I'm worried about tomorrow's exam. while studying History.,anxious
I understand everything clearly. while studying Machine Learning.,confident
I solved the problem successfully. while studying Biology.,happy
I keep making mistakes and feel frustrated. while studying Chemistry.,frustrated
I enjoy exploring how this works. while studying English.,curious
I don't understand this lesson. while studying Data Structures.,confused
The explanation is confusing. while studying English.,confused
This lesson is boring. while studying History.,bored
I studied hard but didn't succeed. while studying Physics.,sad
I'm sad because I failed. while studying History.,sad
I don't think I'm prepared. while studying Chemistry.,anxious
I keep making mistakes and feel frustrated. while studying Mathematics.,frustrated
I can't stay focused. while studying Data Structures.,bored
I can't stay focused. while studying Machine Learning.,bored
I'm sad because I failed. while studying Python.,sad
I'm happy with my progress. while studying Machine Learning.,happy
This topic doesn't make sense to me. while studying History.,confused
I studied hard but didn't succeed. while studying Chemistry.,sad
I solved the problem successfully. while studying History.,happy
I studied hard but didn't succeed. while studying Machine Learning.,sad
I'm sad because I failed. while studying Data Structures.,sad
I feel great after understanding it. while studying Chemistry.,happy
I've tried many times but still can't solve it. while studying Biology.,frustrated
I studied hard but didn't succeed. while studying Biology.,sad
I feel disappointed with my marks. while studying Biology.,sad
I feel discouraged. while studying Physics.,sad
The explanation is confusing. while studying Algorithms.,confused
The test is making me nervous. while studying English.,anxious
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I keep making mistakes and feel frustrated. while studying Mathematics.,frustrated
I know I can solve these questions. while studying Mathematics.,confident
I'm interested in learning more about this topic. while studying Physics.,curious
I cannot follow the steps. while studying English.,confused
I've tried many times but still can't solve it. while studying History.,frustrated
I solved the problem successfully. while studying Machine Learning.,happy
I keep making mistakes and feel frustrated. while studying Chemistry.,frustrated
Learning this was fun. while studying Mathematics.,happy
I feel great after understanding it. while studying Algorithms.,happy
Nothing seems to work. while studying Biology.,frustrated
This topic doesn't make sense to me. while studying Machine Learning.,confused
I'm sad because I failed. while studying Machine Learning.,sad
I enjoy exploring how this works. while studying English.,curious
The class feels too slow. while studying Data Structures.,bored
I'm worried about tomorrow's exam. while studying Biology.,anxious
The test is making me nervous. while studying Physics.,anxious
I feel disappointed with my marks. while studying Mathematics.,sad
I'm afraid I'll fail. while studying History.,anxious
I don't think I'm prepared. while studying Physics.,anxious
I'm ready for the exam. while studying English.,confident
I'm happy with my progress. while studying Python.,happy
I'm confident about this subject. while studying English.,confident
I'm confident about this subject. while studying Mathematics.,confident
I cannot follow the steps. while studying Mathematics.,confused
I'm ready for the exam. while studying Chemistry.,confident
I know I can solve these questions. while studying Biology.,confident
I'm happy with my progress. while studying English.,happy
Learning this was fun. while studying Physics.,happy
I want to understand this concept better. while studying History.,curious
The test is making me nervous. while studying Mathematics.,anxious
I've tried many times but still can't solve it. while studying History.,frustrated
I'm happy with my progress. while studying Physics.,happy
I'm afraid I'll fail. while studying Mathematics.,anxious
I cannot follow the steps. while studying Mathematics.,confused
I cannot follow the steps. while studying English.,confused
This topic doesn't make sense to me. while studying Physics.,confused
I cannot follow the steps. while studying Machine Learning.,confused
I'm interested in learning more about this topic. while studying Algorithms.,curious
The explanation is confusing. while studying Data Structures.,confused
This lesson is boring. while studying Python.,bored
The explanation is confusing. while studying Chemistry.,confused
I enjoy exploring how this works. while studying Python.,curious
I'm ready for the exam. while studying History.,confident
I feel great after understanding it. while studying Physics.,happy
I want to understand this concept better. while studying Python.,curious
I cannot follow the steps. while studying Machine Learning.,confused
I enjoy exploring how this works. while studying Biology.,curious
Nothing seems to work. while studying Biology.,frustrated
This assignment is stressing me. while studying Machine Learning.,frustrated
I understand everything clearly. while studying Algorithms.,confident
I feel great after understanding it. while studying Python.,happy
I want to understand this concept better. while studying Machine Learning.,curious
I studied hard but didn't succeed. while studying Physics.,sad
I'm interested in learning more about this topic. while studying History.,curious
I'm ready for the exam. while studying Data Structures.,confident
Learning this was fun. while studying Physics.,happy
I'm happy with my progress. while studying Chemistry.,happy
I'm sad because I failed. while studying History.,sad
This assignment is stressing me. while studying Biology.,frustrated
I feel disappointed with my marks. while studying History.,sad
I feel great after understanding it. while studying Biology.,happy
I'm interested in learning more about this topic. while studying Python.,curious
I'm ready for the exam. while studying Algorithms.,confident
I feel disappointed with my marks. while studying History.,sad
I'm sad because I failed. while studying English.,sad
I've tried many times but still can't solve it. while studying Python.,frustrated
I know I can solve these questions. while studying English.,confident
I'm losing interest. while studying Biology.,bored
Learning this was fun. while studying Chemistry.,happy
I studied hard but didn't succeed. while studying Algorithms.,sad
I don't understand this lesson. while studying Machine Learning.,confused
I'm worried about tomorrow's exam. while studying Physics.,anxious
This assignment is stressing me. while studying Python.,frustrated
Nothing seems to work. while studying Algorithms.,frustrated
The explanation is confusing. while studying Mathematics.,confused
I enjoy exploring how this works. while studying Mathematics.,curious
I don't think I'm prepared. while studying Python.,anxious
The class feels too slow. while studying Data Structures.,bored
I'm sad because I failed. while studying Mathematics.,sad
I've tried many times but still can't solve it. while studying English.,frustrated
I don't understand this lesson. while studying Mathematics.,confused
I understand everything clearly. while studying Biology.,confident
I studied hard but didn't succeed. while studying English.,sad
I'm sad because I failed. while studying Algorithms.,sad
I understand everything clearly. while studying Machine Learning.,confident
I understand everything clearly. while studying History.,confident
I enjoy exploring how this works. while studying History.,curious
This lesson is boring. while studying Mathematics.,bored
I'm losing interest. while studying Data Structures.,bored
I'm happy with my progress. while studying English.,happy
I don't think I'm prepared. while studying Machine Learning.,anxious
I'm sad because I failed. while studying Physics.,sad
I keep making mistakes and feel frustrated. while studying Algorithms.,frustrated
I want to understand this concept better. while studying Chemistry.,curious
I want to understand this concept better. while studying Biology.,curious
I cannot follow the steps. while studying Algorithms.,confused
I cannot follow the steps. while studying Mathematics.,confused
Learning this was fun. while studying English.,happy
I studied hard but didn't succeed. while studying History.,sad
This assignment is stressing me. while studying Data Structures.,frustrated
I don't understand this lesson. while studying Data Structures.,confused
I've tried many times but still can't solve it. while studying Biology.,frustrated
The explanation is confusing. while studying Python.,confused
I feel disappointed with my marks. while studying Machine Learning.,sad
I don't understand this lesson. while studying English.,confused
I'm interested in learning more about this topic. while studying Data Structures.,curious
I can't stay focused. while studying Data Structures.,bored
The class feels too slow. while studying English.,bored
I don't understand this lesson. while studying Chemistry.,confused
I feel disappointed with my marks. while studying Data Structures.,sad
I keep making mistakes and feel frustrated. while studying Python.,frustrated
This lesson is boring. while studying Physics.,bored
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I'm happy with my progress. while studying Mathematics.,happy
The test is making me nervous. while studying Python.,anxious
I studied hard but didn't succeed. while studying Python.,sad
This chapter makes me ask many questions. while studying English.,curious
I'm interested in learning more about this topic. while studying Mathematics.,curious
I'm confident about this subject. while studying English.,confident
I studied hard but didn't succeed. while studying Biology.,sad
The class feels too slow. while studying Chemistry.,bored
I don't think I'm prepared. while studying Physics.,anxious
The test is making me nervous. while studying Mathematics.,anxious
I'm ready for the exam. while studying Chemistry.,confident
I'm sad because I failed. while studying Biology.,sad
I cannot follow the steps. while studying History.,confused
The class feels too slow. while studying English.,bored
I can't stay focused. while studying Mathematics.,bored
I'm worried about tomorrow's exam. while studying English.,anxious
This lesson is boring. while studying Biology.,bored
I'm afraid I'll fail. while studying Chemistry.,anxious
I'm losing interest. while studying Biology.,bored
I'm interested in learning more about this topic. while studying Machine Learning.,curious
The explanation is confusing. while studying History.,confused
I can't stay focused. while studying English.,bored
I cannot follow the steps. while studying Python.,confused
This topic doesn't make sense to me. while studying Physics.,confused
Learning this was fun. while studying Mathematics.,happy
The test is making me nervous. while studying Machine Learning.,anxious
I keep making mistakes and feel frustrated. while studying Data Structures.,frustrated
I know I can solve these questions. while studying Mathematics.,confident
This chapter makes me ask many questions. while studying History.,curious
This assignment is stressing me. while studying Data Structures.,frustrated
I don't understand this lesson. while studying History.,confused
I studied hard but didn't succeed. while studying Python.,sad
I'm happy with my progress. while studying Machine Learning.,happy
I'm losing interest. while studying Algorithms.,bored
I solved the problem successfully. while studying Mathematics.,happy
I can't stay focused. while studying Biology.,bored
I feel discouraged. while studying Biology.,sad
I feel disappointed with my marks. while studying Physics.,sad
I know I can solve these questions. while studying Machine Learning.,confident
I can't stay focused. while studying Biology.,bored
I'm confident about this subject. while studying Data Structures.,confident
Nothing seems to work. while studying Biology.,frustrated
Nothing seems to work. while studying Physics.,frustrated
I'm sad because I failed. while studying Algorithms.,sad
I understand everything clearly. while studying Python.,confident
This assignment is stressing me. while studying Mathematics.,frustrated
I feel disappointed with my marks. while studying Python.,sad
I feel disappointed with my marks. while studying Chemistry.,sad
I'm interested in learning more about this topic. while studying Machine Learning.,curious
I feel disappointed with my marks. while studying Mathematics.,sad
Nothing seems to work. while studying History.,frustrated
I want to understand this concept better. while studying Machine Learning.,curious
The explanation is confusing. while studying Chemistry.,confused
The class feels too slow. while studying Mathematics.,bored
I don't think I'm prepared. while studying Biology.,anxious
I don't understand this lesson. while studying Chemistry.,confused
I feel discouraged. while studying Algorithms.,sad
I feel disappointed with my marks. while studying Chemistry.,sad
The class feels too slow. while studying Physics.,bored
I'm worried about tomorrow's exam. while studying Machine Learning.,anxious
I'm worried about tomorrow's exam. while studying Mathematics.,anxious
I know I can solve these questions. while studying Physics.,confident
I feel great after understanding it. while studying Biology.,happy
I'm confident about this subject. while studying History.,confident
I solved the problem successfully. while studying Machine Learning.,happy
I enjoy exploring how this works. while studying Machine Learning.,curious
I'm worried about tomorrow's exam. while studying English.,anxious
I feel discouraged. while studying Data Structures.,sad
I want to understand this concept better. while studying Algorithms.,curious
I'm losing interest. while studying Chemistry.,bored
I keep making mistakes and feel frustrated. while studying English.,frustrated
I don't think I'm prepared. while studying Algorithms.,anxious
I'm interested in learning more about this topic. while studying Biology.,curious
I'm worried about tomorrow's exam. while studying History.,anxious
I'm confident about this subject. while studying Physics.,confident
Nothing seems to work. while studying History.,frustrated
I'm happy with my progress. while studying Mathematics.,happy
I don't think I'm prepared. while studying Algorithms.,anxious
I'm happy with my progress. while studying Chemistry.,happy
I want to understand this concept better. while studying Algorithms.,curious
This assignment is stressing me. while studying Data Structures.,frustrated
I'm losing interest. while studying English.,bored
This assignment is stressing me. while studying English.,frustrated
I feel great after understanding it. while studying Physics.,happy
Learning this was fun. while studying English.,happy
Nothing seems to work. while studying Data Structures.,frustrated
I'm worried about tomorrow's exam. while studying Mathematics.,anxious
I cannot follow the steps. while studying Mathematics.,confused
I enjoy exploring how this works. while studying Physics.,curious
I don't understand this lesson. while studying Biology.,confused
This lesson is boring. while studying Python.,bored
I cannot follow the steps. while studying Biology.,confused
The class feels too slow. while studying Chemistry.,bored
This topic doesn't make sense to me. while studying Data Structures.,confused
I'm losing interest. while studying Data Structures.,bored
I feel great after understanding it. while studying Chemistry.,happy
I'm losing interest. while studying Chemistry.,bored
I'm confident about this subject. while studying History.,confident
I understand everything clearly. while studying Biology.,confident
I solved the problem successfully. while studying Algorithms.,happy
This chapter makes me ask many questions. while studying Biology.,curious
I keep making mistakes and feel frustrated. while studying English.,frustrated
I'm happy with my progress. while studying Python.,happy
The class feels too slow. while studying Machine Learning.,bored
I want to understand this concept better. while studying Chemistry.,curious
I solved the problem successfully. while studying Python.,happy
I'm interested in learning more about this topic. while studying Physics.,curious
I'm worried about tomorrow's exam. while studying Physics.,anxious
I studied hard but didn't succeed. while studying Algorithms.,sad
I'm ready for the exam. while studying Machine Learning.,confident
This lesson is boring. while studying English.,bored
I feel great after understanding it. while studying Mathematics.,happy
I've tried many times but still can't solve it. while studying English.,frustrated
I don't understand this lesson. while studying Physics.,confused
The explanation is confusing. while studying Data Structures.,confused
I feel disappointed with my marks. while studying Chemistry.,sad
The class feels too slow. while studying Biology.,bored
I'm confident about this subject. while studying Mathematics.,confident
I can't stay focused. while studying Python.,bored
I'm afraid I'll fail. while studying Python.,anxious
I feel great after understanding it. while studying Physics.,happy
I'm happy with my progress. while studying Chemistry.,happy
The test is making me nervous. while studying Algorithms.,anxious
I don't understand this lesson. while studying Algorithms.,confused
This chapter makes me ask many questions. while studying Biology.,curious
I can't stay focused. while studying Algorithms.,bored
I can't stay focused. while studying Data Structures.,bored
I'm sad because I failed. while studying History.,sad
I feel disappointed with my marks. while studying Machine Learning.,sad
The explanation is confusing. while studying Python.,confused
I'm confident about this subject. while studying History.,confident
I feel great after understanding it. while studying Machine Learning.,happy
I don't think I'm prepared. while studying Physics.,anxious
I'm happy with my progress. while studying Physics.,happy
I don't think I'm prepared. while studying Biology.,anxious
This topic doesn't make sense to me. while studying Algorithms.,confused
I'm worried about tomorrow's exam. while studying Mathematics.,anxious
I cannot follow the steps. while studying Python.,confused
I keep making mistakes and feel frustrated. while studying Chemistry.,frustrated
This assignment is stressing me. while studying Mathematics.,frustrated
I'm happy with my progress. while studying Data Structures.,happy
Learning this was fun. while studying Physics.,happy
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I'm sad because I failed. while studying History.,sad
I feel great after understanding it. while studying Algorithms.,happy
I feel disappointed with my marks. while studying Mathematics.,sad
I'm ready for the exam. while studying Mathematics.,confident
I'm happy with my progress. while studying English.,happy
I enjoy exploring how this works. while studying Data Structures.,curious
I studied hard but didn't succeed. while studying Machine Learning.,sad
I understand everything clearly. while studying Biology.,confident
I studied hard but didn't succeed. while studying History.,sad
I solved the problem successfully. while studying Algorithms.,happy
This topic doesn't make sense to me. while studying Algorithms.,confused
I'm interested in learning more about this topic. while studying Algorithms.,curious
I want to understand this concept better. while studying Chemistry.,curious
This assignment is stressing me. while studying Chemistry.,frustrated
Nothing seems to work. while studying Chemistry.,frustrated
The explanation is confusing. while studying Mathematics.,confused
I know I can solve these questions. while studying Algorithms.,confident
I don't understand this lesson. while studying Mathematics.,confused
This topic doesn't make sense to me. while studying Algorithms.,confused
I feel discouraged. while studying English.,sad
This lesson is boring. while studying Physics.,bored
I'm happy with my progress. while studying History.,happy
This assignment is stressing me. while studying Data Structures.,frustrated
I can't stay focused. while studying Physics.,bored
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I'm interested in learning more about this topic. while studying Data Structures.,curious
I'm afraid I'll fail. while studying Python.,anxious
I don't think I'm prepared. while studying Physics.,anxious
I feel discouraged. while studying Machine Learning.,sad
I cannot follow the steps. while studying Mathematics.,confused
I know I can solve these questions. while studying Chemistry.,confident
I'm sad because I failed. while studying Biology.,sad
I feel disappointed with my marks. while studying Algorithms.,sad
I don't think I'm prepared. while studying History.,anxious
I don't understand this lesson. while studying Biology.,confused
I'm worried about tomorrow's exam. while studying Mathematics.,anxious
I enjoy exploring how this works. while studying History.,curious
This chapter makes me ask many questions. while studying Data Structures.,curious
This lesson is boring. while studying Biology.,bored
I feel great after understanding it. while studying Biology.,happy
I keep making mistakes and feel frustrated. while studying Machine Learning.,frustrated
The explanation is confusing. while studying Machine Learning.,confused
I studied hard but didn't succeed. while studying Physics.,sad
I solved the problem successfully. while studying Data Structures.,happy
Learning this was fun. while studying Data Structures.,happy
I enjoy exploring how this works. while studying Mathematics.,curious
I feel great after understanding it. while studying Mathematics.,happy
The class feels too slow. while studying History.,bored
I'm confident about this subject. while studying Algorithms.,confident
I studied hard but didn't succeed. while studying Biology.,sad
This chapter makes me ask many questions. while studying English.,curious
I don't think I'm prepared. while studying Physics.,anxious
I'm interested in learning more about this topic. while studying Mathematics.,curious
This topic doesn't make sense to me. while studying Chemistry.,confused
I feel disappointed with my marks. while studying Python.,sad
I'm happy with my progress. while studying Chemistry.,happy
I know I can solve these questions. while studying Physics.,confident
Nothing seems to work. while studying Biology.,frustrated
I don't understand this lesson. while studying Algorithms.,confused
The class feels too slow. while studying History.,bored
Learning this was fun. while studying Mathematics.,happy
I've tried many times but still can't solve it. while studying History.,frustrated
I feel discouraged. while studying Python.,sad
This assignment is stressing me. while studying Chemistry.,frustrated
I enjoy exploring how this works. while studying Python.,curious
I know I can solve these questions. while studying English.,confident
I'm worried about tomorrow's exam. while studying Machine Learning.,anxious
I can't stay focused. while studying Data Structures.,bored
I feel discouraged. while studying Physics.,sad
I'm interested in learning more about this topic. while studying Chemistry.,curious
This assignment is stressing me. while studying Algorithms.,frustrated
I don't understand this lesson. while studying Physics.,confused
I'm afraid I'll fail. while studying Mathematics.,anxious
I understand everything clearly. while studying History.,confident
The class feels too slow. while studying Python.,bored
I'm confident about this subject. while studying Python.,confident
This lesson is boring. while studying Biology.,bored
I don't think I'm prepared. while studying Machine Learning.,anxious
I've tried many times but still can't solve it. while studying Data Structures.,frustrated
I'm afraid I'll fail. while studying Data Structures.,anxious
I've tried many times but still can't solve it. while studying Chemistry.,frustrated
I want to understand this concept better. while studying Mathematics.,curious
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I keep making mistakes and feel frustrated. while studying Machine Learning.,frustrated
I solved the problem successfully. while studying History.,happy
Nothing seems to work. while studying Mathematics.,frustrated
The explanation is confusing. while studying Physics.,confused
This chapter makes me ask many questions. while studying Machine Learning.,curious
This lesson is boring. while studying Physics.,bored
I keep making mistakes and feel frustrated. while studying Data Structures.,frustrated
I cannot follow the steps. while studying Data Structures.,confused
I don't think I'm prepared. while studying Biology.,anxious
I don't think I'm prepared. while studying Physics.,anxious
The test is making me nervous. while studying Mathematics.,anxious
I've tried many times but still can't solve it. while studying Machine Learning.,frustrated
I feel disappointed with my marks. while studying Chemistry.,sad
I'm afraid I'll fail. while studying History.,anxious
I don't understand this lesson. while studying Mathematics.,confused
I cannot follow the steps. while studying Chemistry.,confused
The test is making me nervous. while studying Physics.,anxious
I cannot follow the steps. while studying English.,confused
I'm afraid I'll fail. while studying Algorithms.,anxious
I know I can solve these questions. while studying Python.,confident
I don't understand this lesson. while studying Mathematics.,confused
I'm sad because I failed. while studying Python.,sad
I'm happy with my progress. while studying Mathematics.,happy
I've tried many times but still can't solve it. while studying Mathematics.,frustrated
I'm confident about this subject. while studying Machine Learning.,confident
I'm sad because I failed. while studying Biology.,sad
I feel great after understanding it. while studying Data Structures.,happy
I studied hard but didn't succeed. while studying Python.,sad
I understand everything clearly. while studying Mathematics.,confident
I'm losing interest. while studying Mathematics.,bored
I solved the problem successfully. while studying Python.,happy
This lesson is boring. while studying Data Structures.,bored
I feel disappointed with my marks. while studying History.,sad
Nothing seems to work. while studying English.,frustrated
The class feels too slow. while studying Chemistry.,bored
I understand everything clearly. while studying Python.,confident
I feel great after understanding it. while studying Physics.,happy
I don't think I'm prepared. while studying Biology.,anxious
This assignment is stressing me. while studying Python.,frustrated
Learning this was fun. while studying Machine Learning.,happy
I'm confident about this subject. while studying Algorithms.,confident
I'm afraid I'll fail. while studying Algorithms.,anxious
The explanation is confusing. while studying Physics.,confused
I can't stay focused. while studying Algorithms.,bored
